No,User Name,Rating Bintang,Tanggal,Ulasan Asli,Ulasan Preprocessing,Skor Sentimen,Sentimen Teks,Status Kesesuaian,Keterangan Anomali
144,aditpriabaik,5,2026-09-10,"aplikasi kagak jelas monyet, kode Verifikasi aja lamanya kagak ngotak. pada niat bikin aplikasi gasi",aplikasi kagak jelas monyet kode verifikasi aja lamanya kagak ngotak pada niat bikin aplikasi gasi,1.5,Positif,MATCH,
145,Dedi Yusuf,5,2026-09-10,sangat berguna,sangat berguna,0,Netral,MATCH,
146,salh jvhjk,1,2026-09-10,TOLOL MENYUSAHKAN ORANG AJA DISISI PENDAFTARAN,tolol menyusahkan orang aja disisi pendaftaran,0,Netral,MATCH,
147,Jhon Smith,1,2026-09-10,"apk paling tholol yg pernah saya install, mending lu pada ga ush sama sakali install apk ini, apk haram",aplikasi paling tholol yang pernah saya install mending lu pada tidak ush sama sakali install aplikasi ini aplikasi haram,0,Netral,MATCH,
148,Shine Daniel,1,2026-09-10,"Masa sudah sampai seminggu tidak bisa login. Keterangan pemintaan belum dapat diproses. Sudah clear cache, cek update aplikasi, password benar.",masa sudah sampai seminggu tidak bisa login keterangan pemintaan belum dapat diproses sudah clear cache cek update aplikasi password benar,0,Netral,MATCH,
149,orang awam,1,2026-09-10,aplikasi pemerintah wuelek Kabeh piye Iki rek dana aplikasi y seh di korupsi masak nik bener loging tidak bisa apa lah pemerintah,aplikasi pemerintah buruk kabeh piye iki rek dana aplikasi y seh di korupsi masak nik benar loging tidak bisa apa lah pemerintah,-3,Negatif,MATCH,
150,JEPE,1,2026-09-10,"wah sering erornya, tolong perbaiki systemnya dong, kasian yang poli pakai aplikasi, kadang tidak bisa login, kadang susah cek in, kadang mental, jadi kalau berangkat awal tetep harus antri umum. hmmm",wah sering erornya tolong perbaiki systemnya dong kasian yang poli pakai aplikasi kadang tidak bisa login kadang sulit cek in kadang mental jadi kalau berangkat awal tetep harus antri umum hm,-5,Negatif,MATCH,
151,Fuddin Zuhri,5,2026-09-10,oke,oke,1.5,Positif,MATCH,
152,Beras Habis,1,2026-09-10,"tolong dong masa dikit"" logout .. mulai ulang masukin no ktp dll .RIBEEETT... apalagi buat emak emak .. apalagi klo lagi urgent buru buruu . setiap mau pakee masa harus login muluu ... udah bertahun tahun masih kaya gini . jngn bkin orng ribeeett dong !!!!",tolong dong masa dikit logout mulai ulang masukin no kartu tanda penduduk dll ribett apalagi buat emak emak apalagi klo lagi urgent buru buruu setiap mau pakee masa harus login muluu udah bertahun tahun masih kaya gini jngn bikin orng ribett dong,0,Netral,MATCH,
153,Supri Adi,5,2026-09-10,sangat membantu sekali,sangat membantu sekali,3,Positif,MATCH,
154,Suci Iprs,1,2026-09-10,"entah yang jelek apk nya atau faskes yang di tuju. Kenapa dokter yang aku tuju selalu full padahal aku wes yang war antrian di jam buka dan mendaftar untuk besok tapi tau - tau sudah full, kayak menit 01 lohh tapi 10 antrian sudah full tapi beberapa menit kemudian eh sudah antrian 21 dan full dan aku ga dpt. ini maksudnya apa yaa? apa bisa pakai ordal? ini kenapa update nya gak updatee sih?. mana pas ada kesempatan ambil antrian ada aja pemberitahuan yang ga penting jadinya antrianku ke salip.",entah yang buruk aplikasi nya atau faskes yang di tuju kenapa dokter yang aku tuju selalu full padahal aku wes yang war antrean di jam buka dan mendaftar untuk besok tapi tau - tau sudah full kayak menit 01 lohh tapi 10 antrean sudah full tapi beberapa menit kemudian eh sudah antrean 21 dan full dan aku tidak dpt ini maksudnya apa yaa apa bisa pakai ordal ini kenapa update nya tidak updatee sih mana pas ada kesempatan ambil antrean ada aja pemberitahuan yang tidak penting jadinya antrianku ke salip,-3,Negatif,MATCH,
155,Yuli Yulianty,1,2026-09-09,"tidak bisa masukan no hp , gagal terus",tidak bisa masukan no hp gagal terus,-2.5,Negatif,MATCH,
156,Yuu okazaki,2,2026-09-09,"kenapa tidak bisa di instal di hp saya, aplikasi bertuliskan (perankat ini tidak bisa u tuk hp anda)kenapa begitu? mohon di jawab cepat",kenapa tidak bisa di instal di hp saya aplikasi bertuliskan perankat ini tidak bisa u tuk hp anda kenapa begitu mohon di jawab cepat,2.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
157,Ardi Maulidin,1,2026-09-09,"apk pemerintah pasti tolol ga guna jelek bngt anj apk nya, vermuk msh jlk otp make pulsaa ga jls anj orang buru² brobat mati dluan d jalan ngurus gnian",aplikasi pemerintah pasti tolol tidak guna buruk bngt anj aplikasi nya vermuk msh jlk otp make pulsaa tidak jls anj orang buru brobat mati dluan d jalan ngurus gnian,1.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
158,Abah Tea,4,2026-09-09,awalnya susah sekali diakses..mudah2an dikemudian hari lebih mudah supaya lebih cepat proses layanannya,awalnya sulit sekali diakses mudah2an dikemudian hari lebih mudah supaya lebih cepat proses layanannya,2.5,Positif,MATCH,
159,Crayon Shinchan,1,2026-09-09,pas daftar dipersulit mulu,pas daftar dipersulit terus,-3.5,Negatif,MATCH,
160,Syahrul Palah,5,2026-09-09,baguss untuk fasilitas aplikasinya,baguss untuk fasilitas aplikasinya,0,Netral,MATCH,
161,Hendri irdneH,1,2026-09-09,Hp versi Android lama jadi gak kompatibel. Mohon agar dapat d gunakan pada versi Android yg lebih rendah,hp versi android lama jadi tidak kompatibel mohon agar dapat d gunakan pada versi android yang lebih rendah,-2,Negatif,MATCH,
162,Kayla Azahra,1,2026-09-09,"sakitnya sekarang suruh berobatnya besok,,daftar antrian sekarang buat berobat besok..",sakitnya sekarang suruh berobatnya besok daftar antrean sekarang buat berobat besok,0,Netral,MATCH,
163,Slamet Susanto,1,2026-09-09,"aplikasi nya susah bgt untuk di instal, pdhl penyimpanan tlpn cukup.",aplikasi nya sulit banget untuk di instal pdhl penyimpanan tlpn cukup,-2.5,Negatif,MATCH,
164,Nasi Uduk,1,2026-09-09,"tiba"" logout, baru buka close sendiri, nggak bisa pakai wifi maunya data padahal lancar jaya, pokoknya banyak kendalanya lah pokoknya",tiba logout baru buka close sendiri tidak bisa pakai wifi maunya data padahal lancar jaya pokoknya banyak kendalanya lah pokoknya,2.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
165,ANDI PUTRA ASMARI,1,2026-09-09,gk bisa daftar di rs,tidak bisa daftar di rs,0,Netral,MATCH,
166,putri varta,1,2026-09-09,"tidak bisa login, password salah terus, pdahal sudah benar..",tidak bisa login password salah terus pdahal sudah benar,0,Netral,MATCH,
167,MUHAMAD REZA GAUTAMA,5,2026-09-09,"ok,proses cepat perpindahan faskes dan perawatan di rs rujukan.",ok proses cepat perpindahan faskes dan perawatan di rs rujukan,4,Positif,MATCH,
168,Irwan Moiskep,5,2026-09-09,mantap,mantap,3,Positif,MATCH,
169,"Abdul, rojak Parapecinta sholawat",5,2026-09-09,mantap,mantap,3,Positif,MATCH,
170,Heryanihartono,4,2026-09-09,cukup membantu,cukup membantu,3,Positif,MATCH,
171,Irawan KenNantan77,5,2026-09-09,ngak bisa daftar,ngak bisa daftar,0,Netral,MATCH,
172,Dedy Sibarani,5,2026-09-09,mantap,mantap,3,Positif,MATCH,
173,Wongjowo Tulen (Sularto),5,2026-09-09,sangat membantu,sangat membantu,3,Positif,MATCH,
174,Najah Najah,1,2026-09-09,jkn lu yang bener tiba tida logout begitu aja giliran disuruh login malah gak bisa lu gimana sih apk seketika gak bermanfatt bangett ihh keselll jkn yang bener donggh gimansih ini yang efektig gak jelas amat,jkn lu yang benar tiba tida logout begitu aja giliran disuruh login malah tidak bisa lu gimana sih aplikasi seketika tidak bermanfatt bangett ihh kesel jkn yang benar donggh gimansih ini yang efektig tidak jelas amat,-1.35,Negatif,MATCH,
175,Nenok Bonek,5,2026-09-09,semuanya dipermudah adanya jkn mobile,semuanya dipermudah adanya jkn mobile,0,Netral,MATCH,
176,Amanda Fairuz,5,2026-09-09,"mantap, layanan mudah dan cepat",mantap layanan mudah dan cepat,8,Positif,MATCH,
177,Amirudin Lutfi,1,2026-09-09,LOGIN GAGAL,login gagal,-2.5,Negatif,MATCH,
178,Izzahra Reffisabilla,1,2026-09-09,"Minta kode verif aja ga masuk2, jelek banget.",minta kode verif aja tidak masuk2 buruk banget,1.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
179,Linda Risnawati,3,2026-09-09,Sekarang di versi terbaru di hp saya udah tidak kompetibel lg..,sekarang di versi terbaru di hp saya udah tidak kompetibel lg,0,Netral,MATCH,
180,ARIS SUSENO,5,2026-09-09,bagus dan cepat meski kadang ada beberapa bug yg muncul,bagus dan cepat meski kadang ada beberapa bug yang muncul,2.5,Positif,MATCH,
181,amaliaa,1,2026-09-09,pemerintah tolol bikin apk gjls gabisa verivikasi no telp padahal no nya masih aktif,pemerintah tolol bikin aplikasi gjls tidak bisa verivikasi no telp padahal no nya masih aktif,0,Netral,MATCH,
182,SITI Masanah,5,2026-09-09,lebih simple..,lebih simple,0,Netral,MATCH,
183,Fina Erliana,5,2026-09-09,"bagus bermanfaat banget, aku pindah faskes 1 aja gampang karena kemarin masih faskes bawaan sekarang udah di ganti yang sama kaya suami",bagus bermanfaat banget aku pindah faskes 1 aja gampang karena kemarin masih faskes bawaan sekarang udah di ganti yang sama kaya suami,5,Positif,MATCH,
184,Bank Iful,5,2026-09-09,sangat terbantu ga ribet antri,sangat terbantu tidak rumit antri,1,Positif,MATCH,
185,Slamet Mulyadi,5,2026-09-09,Ga bisa di download,tidak bisa di download,0,Netral,MATCH,
186,Jeni Sabilah,1,2026-09-09,"Aplikasinya sangat buruk. masa masukin kode otp susah bgt pdhl no nya aktif sampe ganti"" no juga tetep sama ngga masuk""👎👎👎👎",aplikasinya sangat buruk masa masukin kode otp sulit banget pdhl no nya aktif sampe ganti no juga tetep sama tidak masuk,-5.5,Negatif,MATCH,
187,Imam Fahrudin,1,2026-09-09,"mau daftar susah pas tiba proses verifikasi email saat buka aplikasi Gmail otomatis langsung kembali dari awal, padahal aplikasi tidak saya close, pindah dikit sudah kembali dari awal jadi harus pakek dua perangkat mau daftar. Tolong diperbaiki. selain itu banyak yang ngeluh juga di komen untuk aplikasi sering error. Ayolah segera diperbaiki, aplikasi kesehatan Lo ini banyak dibutuhkan masyarakat.",mau daftar sulit pas tiba proses verifikasi email saat buka aplikasi gmail otomatis langsung kembali dari awal padahal aplikasi tidak saya close pindah dikit sudah kembali dari awal jadi harus pakek dua perangkat mau daftar tolong diperbaiki selain itu banyak yang ngeluh juga di komen untuk aplikasi sering error ayolah segera diperbaiki aplikasi kesehatan lo ini banyak dibutuhkan masyarakat,-5,Negatif,MATCH,
188,Reza Alhafis,5,2026-09-09,bagus sangat bermanfaat,bagus sangat bermanfaat,5,Positif,MATCH,
189,antox totok,1,2026-09-09,tidak bisa di download,tidak bisa di download,0,Netral,MATCH,
190,Dedy Sutiadi,5,2026-09-09,baik,baik,2,Positif,MATCH,
191,Juwita Jihan,5,2026-09-09,puas,puas,3,Positif,MATCH,
192,Ria mariatun,4,2026-09-09,"bagus, dan lengkap",bagus dan lengkap,2,Positif,MATCH,
193,Eko Saputro,5,2026-09-09,respon sangat cepat,respon sangat cepat,2.5,Positif,MATCH,
194,Heri Kusnadi Kusnadi,5,2026-09-09,mantab dn bagus aplikasi nya,mantap dn bagus aplikasi nya,5,Positif,MATCH,
195,NA Jasaweb,1,2026-09-09,Banyak fitur untuk verifikasi yang nge bug,banyak fitur untuk verifikasi yang nge bug,-2,Negatif,MATCH,
196,Fata Morgana,1,2026-09-09,"sudah di faskes 1 meminta rujukan & berhasil mengambil antrian online di faskes rujukan tingkat lanjut, jarak 2 hari mau kontrol kanker mendadak antrian online di aplikasi JKN hilang, saya punya bukti screenshot no antrian onlinenya.. setelah konfirmasi & saya jelaskan permasalahan aplikasi JKN saya ke RS via wa katanya masih terdaftar kontrol jam 7 tgl 9 ini. setelah hari H nya nya datang ke RS tiba2 zonk katanya tidak terdaftar, sudah jauh2, obat istri pas habis, seperti dipermainkan aja.",sudah di faskes 1 meminta rujukan berhasil mengambil antrean online di faskes rujukan tingkat lanjut jarak 2 hari mau kontrol kanker mendadak antrean online di aplikasi jkn hilang saya punya bukti screenshot no antrean onlinenya setelah konfirmasi saya jelaskan permasalahan aplikasi jkn saya ke rs via wa katanya masih terdaftar kontrol jam 7 tgl 9 ini setelah hari h nya nya datang ke rs tiba2 zonk katanya tidak terdaftar sudah jauh2 obat istri pas habis seperti dipermainkan aja,2,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
197,Mardi Aja,5,2026-09-09,ok,ok,1.5,Positif,MATCH,
198,Inti Antanori,5,2026-09-09,awesome,awesome,0,Netral,MATCH,
199,Juan Deki,4,2026-09-09,sangat membantu tapi cukup lola😭,sangat membantu tapi cukup lola,3,Positif,MATCH,
200,arman KBM,4,2026-09-09,kenapa tdk bisa download,kenapa tidak bisa download,0,Netral,MATCH,
201,Destari Putri,1,2026-09-09,jelek banget gagal terus diverif muka,buruk banget gagal terus diverif muka,-5.5,Negatif,MATCH,
202,liana tanjung,5,2026-09-09,terbaik,terbaik,3,Positif,MATCH,
203,jaly prasetya,4,2026-09-09,semakin bagus dan semakin membantu masyarakat untuk bisa lebih mudah,semakin bagus dan semakin membantu masyarakat untuk bisa lebih mudah,7.5,Positif,MATCH,
204,Hirazenyusi,1,2026-09-09,"akun nya suka keluar keluar sendiri, trus pas mau masukin lagi malah gak bisa. aneh. jangan sok sokan an modernisasi dah kalo kek begini. ngeribetin... mendingan daftar gak usah pake aplkasi ! langsung aja daftar dirumah sakit nya.",akun nya suka keluar keluar sendiri terus pas mau masukin lagi malah tidak bisa aneh jangan sok sokan an modernisasi dah kalo kek begini ngeribetin mendingan daftar tidak usah pake aplkasi langsung aja daftar dirumah sakit nya,-1,Negatif,MATCH,
205,Verawati Bilondatu,5,2026-09-09,sangat baik,sangat baik,2,Positif,MATCH,
206,Sadar Simbolon,5,2026-09-09,bagus,bagus,2,Positif,MATCH,
207,Saifudin Zuhri,5,2026-09-09,siiip,sip,0,Netral,MATCH,
208,Abdul,5,2026-09-09,aplikasi bagus,aplikasi bagus,2,Positif,MATCH,
209,Yogi Yoga Swara,1,2026-09-09,"kirim otp aja susah,aplikasi buruk",kirim otp aja sulit aplikasi buruk,-5.5,Negatif,MATCH,
210,Rohamah Chantik,5,2026-09-09,semua jadi mudah 😘,semua jadi mudah,2.5,Positif,MATCH,
211,Maddani,5,2026-09-09,mantappp...bagus sekali,mantap bagus sekali,5,Positif,MATCH,
212,Abu Nizhaam Sakkajha,5,2026-09-09,"Maa syaa Allah, Aplikasi JKN sangat mudah di akses dan sangat membantu,,.! 😊🙏🙏",maa syaa allah aplikasi jkn sangat mudah di akses dan sangat membantu,5.5,Positif,MATCH,
213,Yasfi Assidqi,1,2026-09-09,"app apa ini yaa keterlaluan bgt, habiskan uang rakyat aja, verifikasi nomor hp aja gabisa bisa",aplikasi apa ini yaa keterlaluan banget habiskan uang rakyat aja verifikasi nomor hp aja tidak bisa bisa,0,Netral,MATCH,
214,bungsu umakbak,5,2026-09-09,baik,baik,2,Positif,MATCH,
215,Firman 135,1,2026-09-09,"ini kenapa hasil pembayaran iyuran BPJS tidak tertulis di aplikasi, apa mau di korupsi lagi kah hasil iyuran BPJS nya",ini kenapa hasil pembayaran iyuran bpjs tidak tertulis di aplikasi apa mau di korupsi lagi kah hasil iyuran bpjs nya,0,Netral,MATCH,
216,Anto Afrianto,5,2026-09-09,Nice App,nice aplikasi,2,Positif,MATCH,
217,Nasril 321,5,2026-09-09,sangat membantu,sangat membantu,3,Positif,MATCH,
218,eric boyz,1,2026-09-09,"mempersulit aja ,,udah tau orang sakit malah dipersulit",mempersulit aja udah tau orang sakit malah dipersulit,-3.5,Negatif,MATCH,
219,Mager Coding,1,2026-09-09,"orang lupa password bukanya dikasih hint malah diputer2, masak dari aplikasi gada otp malah disuruh chat wa, dari wa malah diarahin ke form gajelas. Cok tolol, dari aplikasi bisa tolol masak nyewa vibe coder buat form dalam aplikasi gabisa setingkat instansi pemerintah? nyewa buzzer bisa nyewa developer gabisa.. najis najis",orang lupa password bukanya dikasih hint malah diputer2 masak dari aplikasi tidak ada otp malah disuruh chat wa dari wa malah diarahin ke form gajelas cok tolol dari aplikasi bisa tolol masak nyewa vibe coder buat form dalam aplikasi tidak bisa setingkat instansi pemerintah nyewa buzzer bisa nyewa developer tidak bisa najis najis,0,Netral,MATCH,
220,Galvinza Ganendra,2,2026-09-09,mau masuk susah,mau masuk sulit,-2.5,Negatif,MATCH,
221,Asyifa Aji,5,2026-09-09,Sangat mudah diaplikasikan,sangat mudah diaplikasikan,2.5,Positif,MATCH,
222,Rockstar Game,5,2026-09-09,aplikasi bagus,aplikasi bagus,2,Positif,MATCH,
223,ikhsan surur,2,2026-09-09,susah untuk scen wajah gagal terus,sulit untuk scen wajah gagal terus,-5,Negatif,MATCH,
224,husni asn,5,2026-09-09,aplikasi bagus sangat membantu. mengubah faskes tidak harus kepuskesmas.,aplikasi bagus sangat membantu mengubah faskes tidak harus kepuskesmas,5,Positif,MATCH,
225,Samueltang,1,2026-09-09,apk tolol bikin rakyat susah mau ngadu yg jawab cuma bot yg kerja di sana pada makan gaji buta cuma tidur ga kerja tolollll cuma bot yg kerja,aplikasi tolol bikin rakyat sulit mau ngadu yang jawab cuma bot yang kerja di sana pada makan gaji buta cuma tidur tidak kerja tolol cuma bot yang kerja,-2.5,Negatif,MATCH,
226,Adrian,5,2026-09-09,"Semoga tidak ada perubahan lagi untuk ke depan, biar mudah proses program yang berguna untuk masyarakat yang ingin kemudahan",semoga tidak ada perubahan lagi untuk ke depan biar mudah proses program yang berguna untuk masyarakat yang ingin kemudahan,2.5,Positif,MATCH,
227,Arif Supriyanto,5,2026-09-09,fotonya di buat susah,fotonya di buat sulit,-2.5,Negatif,MISMATCH_HIGH_RATING,"Rating bintang tinggi (4-5), namun isi ulasan memuat kritik/keluhan tajam"
228,Anton lafau,3,2026-09-09,"perlu di tingkatkan, agar kode otp bisa dikirimkan melalui WA",perlu di tingkatkan agar kode otp bisa dikirimkan melalui wa,0,Netral,MATCH,
229,ahmad baehaqi,5,2026-09-09,keren apknya tanpa ribet dan mudah dipahami. god,keren apknya tanpa rumit dan mudah dipahami god,6,Positif,MATCH,
230,Faiz Kia,5,2026-09-09,oke,oke,1.5,Positif,MATCH,
231,Rufyani Anaitpes,5,2026-09-09,membantu,membantu,3,Positif,MATCH,
232,Arif Cahyo,1,2026-09-09,"aplikasi pemerintah ter busuk, susah LOGIN ! Verivikasi gagal trus ,",aplikasi pemerintah ter busuk sulit login verivikasi gagal terus,-5,Negatif,MATCH,
233,Budi INDO,5,2026-09-09,sekarang sudah bagus pelayananya tingkatkan lagi jgn di persulit,sekarang sudah bagus pelayananya tingkatkan lagi jgn di persulit,2,Positif,MATCH,
234,chayadie zho,1,2026-09-09,"susah mau login, nga bagus aplikasi nangung",sulit mau login nga bagus aplikasi nangung,-0.5,Netral,MATCH,
235,Bang Harry,1,2026-09-09,udah 3 hari mau ngambil nomer antrian ga bisa bisa,udah 3 hari mau ngambil nomer antrean tidak bisa bisa,0,Netral,MATCH,
236,Muhammad Rafi,5,2026-09-09,sangat cepat membantu,sangat cepat membantu,5.5,Positif,MATCH,
237,Dhea Randina,1,2026-09-09,"aplikasi apa si setiap mau masuk ribetnya minta ampun, masuk ulang lah, ditambah pas mau ambil antrean harus masukin verifikasi nomor lagi, dan harus isi pulsa, maksudnya kayak masa setiap mau ambil antrean selalu kayak gini?!MASA SETIAP HARI HARUS LOGIN GITU BIAR GA DISURUH DAFTAR DAN VERIFIKASI NOMOR?!! perbaiki deh aplikasi sumpah kayak ginii, bukan mempermudah tapi memperibet",aplikasi apa si setiap mau masuk ribetnya minta ampun masuk ulang lah ditambah pas mau ambil antrean harus masukin verifikasi nomor lagi dan harus isi pulsa maksudnya kayak masa setiap mau ambil antrean selalu kayak gini masa setiap hari harus login gitu biar tidak disuruh daftar dan verifikasi nomor perbaiki deh aplikasi sumpah kayak ginii bukan mempermudah tapi memperibet,0,Netral,MATCH,
238,Giri Alexa97,1,2026-09-09,tidak dapat kode OTP saat mendaftar,tidak dapat kode otp saat mendaftar,0,Netral,MATCH,
239,Rima Rahman,5,2026-09-09,puas,puas,3,Positif,MATCH,
240,Vita Vita,5,2026-09-09,pelayanan bagus,pelayanan bagus,2,Positif,MATCH,
241,Arzun Zunaidi,1,2026-09-09,aplikasi ga jelas .. ribet.. erorrr teruss!!!,aplikasi tidak jelas rumit error teruss,-5.85,Negatif,MATCH,
