No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
165,ANDI PUTRA ASMARI,1,2026-09-09,gk bisa daftar di rs,Negatif,Negatif,92.5,7.4,92.5,Sesuai
166,putri varta,1,2026-09-09,"tidak bisa login, password salah terus, pdahal sudah benar..",Negatif,Negatif,95.7,3.8,95.7,Sesuai
167,MUHAMAD REZA GAUTAMA,5,2026-09-09,"ok,proses cepat perpindahan faskes dan perawatan di rs rujukan.",Positif,Positif,93.8,93.8,5.7,Sesuai
168,Irwan Moiskep,5,2026-09-09,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
169,"Abdul, rojak Parapecinta sholawat",5,2026-09-09,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
170,Heryanihartono,4,2026-09-09,cukup membantu,Positif,Positif,96.3,96.3,3.4,Sesuai
171,Irawan KenNantan77,5,2026-09-09,ngak bisa daftar,Positif,Negatif,66.6,32.4,66.6,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
172,Dedy Sibarani,5,2026-09-09,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
173,Wongjowo Tulen (Sularto),5,2026-09-09,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
174,Najah Najah,1,2026-09-09,jkn lu yang bener tiba tida logout begitu aja giliran disuruh login malah gak bisa lu gimana sih apk seketika gak bermanfatt bangett ihh keselll jkn yang bener donggh gimansih ini yang efektig gak jelas amat,Negatif,Negatif,98.9,0.9,98.9,Sesuai
175,Nenok Bonek,5,2026-09-09,semuanya dipermudah adanya jkn mobile,Positif,Positif,86,86,13.4,Sesuai
176,Amanda Fairuz,5,2026-09-09,"mantap, layanan mudah dan cepat",Positif,Positif,99.7,99.7,0.3,Sesuai
177,Amirudin Lutfi,1,2026-09-09,LOGIN GAGAL,Negatif,Negatif,86.7,12.5,86.7,Sesuai
178,Izzahra Reffisabilla,1,2026-09-09,"Minta kode verif aja ga masuk2, jelek banget.",Negatif,Negatif,96.7,3,96.7,Sesuai
179,Linda Risnawati,3,2026-09-09,Sekarang di versi terbaru di hp saya udah tidak kompetibel lg..,Netral,Negatif,62.5,32.2,62.5,Sesuai
180,ARIS SUSENO,5,2026-09-09,bagus dan cepat meski kadang ada beberapa bug yg muncul,Positif,Positif,91.8,91.8,8,Sesuai
181,amaliaa,1,2026-09-09,pemerintah tolol bikin apk gjls gabisa verivikasi no telp padahal no nya masih aktif,Negatif,Negatif,92.1,7,92.1,Sesuai
182,SITI Masanah,5,2026-09-09,lebih simple..,Positif,Positif,83.3,83.3,15.7,Sesuai
183,Fina Erliana,5,2026-09-09,"bagus bermanfaat banget, aku pindah faskes 1 aja gampang karena kemarin masih faskes bawaan sekarang udah di ganti yang sama kaya suami",Positif,Positif,89.3,89.3,10.2,Sesuai
184,Bank Iful,5,2026-09-09,sangat terbantu ga ribet antri,Negatif,Positif,54.3,54.3,45.4,Sesuai
185,Slamet Mulyadi,5,2026-09-09,Ga bisa di download,Positif,Negatif,86.6,13.2,86.6,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
186,Jeni Sabilah,1,2026-09-09,"Aplikasinya sangat buruk. masa masukin kode otp susah bgt pdhl no nya aktif sampe ganti"" no juga tetep sama ngga masuk""👎👎👎👎",Negatif,Negatif,97.2,2.6,97.2,Sesuai
187,Imam Fahrudin,1,2026-09-09,"mau daftar susah pas tiba proses verifikasi email saat buka aplikasi Gmail otomatis langsung kembali dari awal, padahal aplikasi tidak saya close, pindah dikit sudah kembali dari awal jadi harus pakek dua perangkat mau daftar. Tolong diperbaiki. selain itu banyak yang ngeluh juga di komen untuk aplikasi sering error. Ayolah segera diperbaiki, aplikasi kesehatan Lo ini banyak dibutuhkan masyarakat.",Negatif,Negatif,94.5,5,94.5,Sesuai
188,Reza Alhafis,5,2026-09-09,bagus sangat bermanfaat,Positif,Positif,99.7,99.7,0.3,Sesuai
189,antox totok,1,2026-09-09,tidak bisa di download,Negatif,Negatif,86.6,13.2,86.6,Sesuai
190,Dedy Sutiadi,5,2026-09-09,baik,Positif,Positif,81,81,18.5,Sesuai
191,Juwita Jihan,5,2026-09-09,puas,Positif,Positif,95.4,95.4,4.2,Sesuai
192,Ria mariatun,4,2026-09-09,"bagus, dan lengkap",Positif,Positif,98.6,98.6,1.3,Sesuai
193,Eko Saputro,5,2026-09-09,respon sangat cepat,Positif,Positif,94.8,94.8,5,Sesuai
194,Heri Kusnadi Kusnadi,5,2026-09-09,mantab dn bagus aplikasi nya,Positif,Positif,99.1,99.1,0.8,Sesuai
195,NA Jasaweb,1,2026-09-09,Banyak fitur untuk verifikasi yang nge bug,Negatif,Negatif,71.5,25.6,71.5,Sesuai
196,Fata Morgana,1,2026-09-09,"sudah di faskes 1 meminta rujukan & berhasil mengambil antrian online di faskes rujukan tingkat lanjut, jarak 2 hari mau kontrol kanker mendadak antrian online di aplikasi JKN hilang, saya punya bukti screenshot no antrian onlinenya.. setelah konfirmasi & saya jelaskan permasalahan aplikasi JKN saya ke RS via wa katanya masih terdaftar kontrol jam 7 tgl 9 ini. setelah hari H nya nya datang ke RS tiba2 zonk katanya tidak terdaftar, sudah jauh2, obat istri pas habis, seperti dipermainkan aja.",Negatif,Negatif,88.3,10.9,88.3,Sesuai
197,Mardi Aja,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
198,Inti Antanori,5,2026-09-09,awesome,Positif,Positif,79.8,79.8,17.8,Sesuai
199,Juan Deki,4,2026-09-09,sangat membantu tapi cukup lola😭,Positif,Positif,96.3,96.3,3.6,Sesuai
200,arman KBM,4,2026-09-09,kenapa tdk bisa download,Positif,Negatif,76.6,22.9,76.6,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
201,Destari Putri,1,2026-09-09,jelek banget gagal terus diverif muka,Negatif,Negatif,97,2.8,97,Sesuai
202,liana tanjung,5,2026-09-09,terbaik,Positif,Positif,81,81,18.5,Sesuai
203,jaly prasetya,4,2026-09-09,semakin bagus dan semakin membantu masyarakat untuk bisa lebih mudah,Positif,Positif,98.5,98.5,1.4,Sesuai
204,Hirazenyusi,1,2026-09-09,"akun nya suka keluar keluar sendiri, trus pas mau masukin lagi malah gak bisa. aneh. jangan sok sokan an modernisasi dah kalo kek begini. ngeribetin... mendingan daftar gak usah pake aplkasi ! langsung aja daftar dirumah sakit nya.",Negatif,Negatif,97.8,1.9,97.8,Sesuai
205,Verawati Bilondatu,5,2026-09-09,sangat baik,Positif,Positif,96.4,96.4,3.4,Sesuai
206,Sadar Simbolon,5,2026-09-09,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
207,Saifudin Zuhri,5,2026-09-09,siiip,Positif,Positif,84,84,14.1,Sesuai
208,Abdul,5,2026-09-09,aplikasi bagus,Positif,Positif,97.6,97.6,2.3,Sesuai
209,Yogi Yoga Swara,1,2026-09-09,"kirim otp aja susah,aplikasi buruk",Negatif,Negatif,97.1,2.5,97.1,Sesuai
210,Rohamah Chantik,5,2026-09-09,semua jadi mudah 😘,Positif,Positif,90.5,90.5,8.9,Sesuai
211,Maddani,5,2026-09-09,mantappp...bagus sekali,Positif,Positif,99.2,99.2,0.7,Sesuai
212,Abu Nizhaam Sakkajha,5,2026-09-09,"Maa syaa Allah, Aplikasi JKN sangat mudah di akses dan sangat membantu,,.! 😊🙏🙏",Positif,Positif,99.3,99.3,0.6,Sesuai
213,Yasfi Assidqi,1,2026-09-09,"app apa ini yaa keterlaluan bgt, habiskan uang rakyat aja, verifikasi nomor hp aja gabisa bisa",Negatif,Negatif,95.7,3.9,95.7,Sesuai
214,bungsu umakbak,5,2026-09-09,baik,Positif,Positif,81,81,18.5,Sesuai
215,Firman 135,1,2026-09-09,"ini kenapa hasil pembayaran iyuran BPJS tidak tertulis di aplikasi, apa mau di korupsi lagi kah hasil iyuran BPJS nya",Negatif,Negatif,91.1,7.9,91.1,Sesuai
216,Anto Afrianto,5,2026-09-09,Nice App,Positif,Positif,92,92,6.8,Sesuai
217,Nasril 321,5,2026-09-09,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
218,eric boyz,1,2026-09-09,"mempersulit aja ,,udah tau orang sakit malah dipersulit",Negatif,Negatif,94.9,4.8,94.9,Sesuai
219,Mager Coding,1,2026-09-09,"orang lupa password bukanya dikasih hint malah diputer2, masak dari aplikasi gada otp malah disuruh chat wa, dari wa malah diarahin ke form gajelas. Cok tolol, dari aplikasi bisa tolol masak nyewa vibe coder buat form dalam aplikasi gabisa setingkat instansi pemerintah? nyewa buzzer bisa nyewa developer gabisa.. najis najis",Negatif,Negatif,97.4,2.3,97.4,Sesuai
220,Galvinza Ganendra,2,2026-09-09,mau masuk susah,Negatif,Negatif,86,12.4,86,Sesuai
221,Asyifa Aji,5,2026-09-09,Sangat mudah diaplikasikan,Positif,Positif,97,97,2.7,Sesuai
222,Rockstar Game,5,2026-09-09,aplikasi bagus,Positif,Positif,97.6,97.6,2.3,Sesuai
223,ikhsan surur,2,2026-09-09,susah untuk scen wajah gagal terus,Negatif,Negatif,93.4,6.1,93.4,Sesuai
224,husni asn,5,2026-09-09,aplikasi bagus sangat membantu. mengubah faskes tidak harus kepuskesmas.,Positif,Positif,98.5,98.5,1.5,Sesuai
225,Samueltang,1,2026-09-09,apk tolol bikin rakyat susah mau ngadu yg jawab cuma bot yg kerja di sana pada makan gaji buta cuma tidur ga kerja tolollll cuma bot yg kerja,Negatif,Negatif,87.1,11.9,87.1,Sesuai
226,Adrian,5,2026-09-09,"Semoga tidak ada perubahan lagi untuk ke depan, biar mudah proses program yang berguna untuk masyarakat yang ingin kemudahan",Positif,Positif,93.3,93.3,6.2,Sesuai
227,Arif Supriyanto,5,2026-09-09,fotonya di buat susah,Positif,Negatif,67,31.7,67,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
228,Anton lafau,3,2026-09-09,"perlu di tingkatkan, agar kode otp bisa dikirimkan melalui WA",Netral,Negatif,84.8,14.4,84.8,Sesuai
229,ahmad baehaqi,5,2026-09-09,keren apknya tanpa ribet dan mudah dipahami. god,Negatif,Positif,84.6,84.6,15,Sesuai
230,Faiz Kia,5,2026-09-09,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
231,Rufyani Anaitpes,5,2026-09-09,membantu,Positif,Positif,97.6,97.6,2.3,Sesuai
232,Arif Cahyo,1,2026-09-09,"aplikasi pemerintah ter busuk, susah LOGIN ! Verivikasi gagal trus ,",Negatif,Negatif,98.1,1.8,98.1,Sesuai
233,Budi INDO,5,2026-09-09,sekarang sudah bagus pelayananya tingkatkan lagi jgn di persulit,Positif,Positif,92,92,7.2,Sesuai
234,chayadie zho,1,2026-09-09,"susah mau login, nga bagus aplikasi nangung",Positif,Positif,63.8,63.8,35.4,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
235,Bang Harry,1,2026-09-09,udah 3 hari mau ngambil nomer antrian ga bisa bisa,Negatif,Negatif,94.1,5.4,94.1,Sesuai
236,Muhammad Rafi,5,2026-09-09,sangat cepat membantu,Positif,Positif,97.3,97.3,2.5,Sesuai
237,Dhea Randina,1,2026-09-09,"aplikasi apa si setiap mau masuk ribetnya minta ampun, masuk ulang lah, ditambah pas mau ambil antrean harus masukin verifikasi nomor lagi, dan harus isi pulsa, maksudnya kayak masa setiap mau ambil antrean selalu kayak gini?!MASA SETIAP HARI HARUS LOGIN GITU BIAR GA DISURUH DAFTAR DAN VERIFIKASI NOMOR?!! perbaiki deh aplikasi sumpah kayak ginii, bukan mempermudah tapi memperibet",Negatif,Negatif,99,0.9,99,Sesuai
238,Giri Alexa97,1,2026-09-09,tidak dapat kode OTP saat mendaftar,Negatif,Negatif,91.9,7.5,91.9,Sesuai
239,Rima Rahman,5,2026-09-09,puas,Positif,Positif,95.4,95.4,4.2,Sesuai
240,Vita Vita,5,2026-09-09,pelayanan bagus,Positif,Positif,97.9,97.9,1.9,Sesuai
241,Arzun Zunaidi,1,2026-09-09,aplikasi ga jelas .. ribet.. erorrr teruss!!!,Negatif,Negatif,97.3,2.4,97.3,Sesuai
242,Kurniawannn AT,5,2026-09-09,best apk ever.,Positif,Positif,93.6,93.6,5.4,Sesuai
243,maulana rahman,5,2026-09-09,jos,Positif,Positif,93.8,93.8,5.8,Sesuai
244,Prmn Ardn,5,2026-09-09,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
245,Arya,1,2026-09-09,"siapa si yang bikin agak kurang gini aplikasi, tidak ada kendala ditulis kendala. dibenerin napa",Negatif,Negatif,90.6,8.4,90.6,Sesuai
246,Diah Sayuti,1,2026-09-09,Hadeh juli sampai September 2026 ini aplikasinya g bisa login udah berkali-kali nyoba. appsnya g siap apa gmn? maintain harus di tulis dengan batas waktu yg jelas. gini buat apa nyuruh bayar iuran tp pakai apps aja g bisa buat login berkali-kali. ampun ya allah,Negatif,Negatif,94.7,4.5,94.7,Sesuai
247,Dernia Damanik,5,2026-09-09,"Tolong jangan terlalu banyak di update , versi sebellumya juga sudah bagus, kasian kita yang tidak memiliki kouta apabila ada kejadian urgent",Positif,Positif,54.1,54.1,43.5,Sesuai
248,Githa wsng,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
249,Kila Kila,5,2026-09-09,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
250,Sat set Group,5,2026-09-09,mudah,Positif,Positif,92.5,92.5,7.3,Sesuai
251,pornomo ae,5,2026-09-09,sangat bagus,Positif,Positif,99,99,0.9,Sesuai
252,siti Sadiah,1,2026-09-09,"kenapa selalu log out sendiri, giliran masuknya susah, kesel banget tau gak, aplikasi nya udah bagus padahal, tolong ini perbaiki aplikasinya, awal pake apk ini baik-baik aja, sekarang jadi kaya gini,",Positif,Negatif,90.4,9.3,90.4,Sesuai
253,Habibi 1234,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
254,bang Wariono,5,2026-09-09,respon cepat,Positif,Positif,93.8,93.8,5.8,Sesuai
255,Delima Agam,5,2026-09-09,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
256,Ayu Ridwan,5,2026-09-09,terbaik sllu jln mobile sangat membantu,Positif,Positif,97.2,97.2,2.7,Sesuai
257,Ruslan New,5,2026-09-09,cepat dalam perubahan data,Positif,Positif,94.4,94.4,5.2,Sesuai
258,Sefia Wijaya,1,2026-09-09,"app nya kenapa loh, dr awla bulan smpe skrg gbs d buka buka",Negatif,Negatif,81.9,17.2,81.9,Sesuai
259,Tumiur lam Silalahi,4,2026-09-09,saya butuuh splikasionile jkn ingin dapter,Positif,Positif,59.4,59.4,38.5,Sesuai
260,AFRIAN 24 MX,1,2026-09-09,"administrasi di buat sulit, BPJS tapi daftar harus online. di aplikasi, rujukan puskesmas sering hilang yg buat harus mondar mandir ke RS utk administrasi saja. tidak dapat penanganan dokter di hari yg sama saat daftar online di aplikasi. berputar-putardi lingkaran setan bagian administrasi saja ke buru mati duluan orang. aplikasi sering error sendiri. ngak perna maju Indonesia",Negatif,Negatif,89.1,10.3,89.1,Sesuai
261,Nopri Ipang,5,2026-09-09,aplikasinya sangat membantu,Positif,Positif,98.8,98.8,1.2,Sesuai
262,yanto anto,2,2026-09-09,bobrok ribet,Negatif,Negatif,95,4.6,95,Sesuai
263,Aulia Maharani,5,2026-09-09,cukup membantu,Positif,Positif,96.3,96.3,3.4,Sesuai
264,Nasrudin Hilmi,1,2026-09-09,"aplikasi lemot, di wajibkan ambil antrian lewat aplikasi, tapi setiap daftar antrian selalu gak bisa.",Negatif,Negatif,93.7,6.1,93.7,Sesuai
265,Surah Man,1,2026-09-09,aplikasi bikin emosi tiba tiba keluar sendiri mana lupa sandi lgh,Negatif,Negatif,95.2,4,95.2,Sesuai
266,Ernia Wati,5,2026-09-09,mntap dan cpat,Positif,Positif,85.4,85.4,12.9,Sesuai
267,Marsa'ed 16,5,2026-09-09,pelayanan bagus,Positif,Positif,97.9,97.9,1.9,Sesuai
268,Siti Aminah,5,2026-09-09,ok bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
269,rasya alip,1,2026-09-09,apk gajelas mau daftar aja susah bgt,Negatif,Negatif,97.5,2.2,97.5,Sesuai
270,YOSERI,3,2026-09-09,susah banget mau masuk caphca nya salah terus,Netral,Negatif,93.2,5.4,93.2,Sesuai
271,Wisnu Soeharto,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
272,Ivan Ardiansyah,1,2026-09-09,APLIKASI SERING ERROR,Negatif,Negatif,97.2,2.5,97.2,Sesuai
273,Budi riyadi,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
274,Erma Widiyasari,5,2026-09-09,trmksh sllu membantu dlm hal pendftran ke RS,Positif,Positif,94,94,5.3,Sesuai
275,Muhammad Sunardi,1,2026-09-09,makin kesini daftar antrian susahnya minta ampun,Negatif,Negatif,93.6,6,93.6,Sesuai
276,Malik AG,5,2026-09-09,keren dan sangat membantu,Positif,Positif,99.8,99.8,0.2,Sesuai
277,Rugaya Jafar,5,2026-09-09,mntap,Positif,Positif,85.4,85.4,12.9,Sesuai
278,A.RASYID SYID,5,2026-09-09,selamat anda berobat,Positif,Positif,69,69,29.5,Sesuai
279,Sukanagara Czr,1,2026-09-09,knapa jadi gak bisa ngambil antrian padahal sudah dapatar no salah terus,Negatif,Negatif,89.8,9.6,89.8,Sesuai
280,Budi Marwanta,5,2026-09-09,sangat baik,Positif,Positif,96.4,96.4,3.4,Sesuai
281,Lucky Fernandez,5,2026-09-09,kualitas aplikasi sudah standar aplikasi pemerintah Indonesia tapi update datanya masih lambat.,Positif,Negatif,60.6,38.2,60.6,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
282,Mchamp,1,2026-09-09,aplikasi belum mapan. error trus,Negatif,Negatif,86.1,13.4,86.1,Sesuai
283,Rendi Rustiana,5,2026-09-09,Alhamdulillah sehat dan kuat,Positif,Positif,91.1,91.1,7.8,Sesuai
284,Muchamad Sulaiman,2,2026-09-09,sangat membantu sekali,Positif,Positif,99.8,99.8,0.2,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
285,Juanita Gisellawati,1,2026-09-09,"saya sih kasian aja ya sama yg udh sepuh², milenial & gen z aja frustrasi make apk ini",Negatif,Negatif,68.5,28.6,68.5,Sesuai
286,rismanto uye,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
287,Ruslan79,1,2026-09-09,"saya sangat kecewa,setiap mau daptar online, selalu gagal,dan selalu jawaban sedang di proses,tolong dong sistem ya di perbaiki,supaya mempermudah dan ❌tidak mempersulit, sekian terimakasih",Negatif,Negatif,66.5,32.8,66.5,Sesuai
288,SIHANA SMAN 1 SKA,5,2026-09-09,useful,Positif,Positif,51.5,51.5,45.6,Sesuai
289,Rina Umami,5,2026-09-09,mjkn sangat membantu,Positif,Positif,97.8,97.8,2,Sesuai
290,Reni Gawe,1,2026-09-09,"mau ngisi rekam medis error terus udah 2 Minggu, Gimna orang mau daftar untuk berobat online aplikasi yang sangat tidak berguna hapus saja dari play store,",Negatif,Negatif,82.4,17.1,82.4,Sesuai
291,aditiya reynaldi,1,2026-09-09,"aplikasi sampah, daftar ga bisa bisa, kode otp sms ga masuk2 ,, taiik lah hapus aja ni aplikasi sampah",Negatif,Negatif,99,1,99,Sesuai
292,Asfia Jaohari,1,2026-09-09,"error mulu aku nungguin mau PSA berapa bulan mrn, eh pas deket mau berobat malah di suruh di batalin, pas mau di batalin error mulu server nya",Negatif,Negatif,93.6,5.9,93.6,Sesuai
293,Romi Ariawati,1,2026-09-09,"buruk, mau daftar aja gk bisa",Negatif,Negatif,97.8,2.1,97.8,Sesuai
294,Nurlinda Faisal,2,2026-09-09,tidak bisa masuk ke menu untuk ambil antrian,Negatif,Negatif,87.2,12.4,87.2,Sesuai
295,Dwi Yulinawati,5,2026-09-09,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
296,Sambel Setan,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
297,Annisa Helmalia Fitri,2,2026-09-09,apk eror mau digunakan,Negatif,Negatif,82.5,16.7,82.5,Sesuai
298,FajarSriwahyuni Wahyuni,5,2026-09-09,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
299,Ridwan Nurdin,1,2026-09-09,"banyak bug, antrian 0 masih ga bisa daftar padahal jadwal sudah di buka",Negatif,Negatif,97,2.8,97,Sesuai
300,Krisna Fahmi,1,2026-09-09,"gangguan mulu, dikit2 harus login bikin ribet, bikin aplikasi banyak kurangnya kayak gini masa abisin anggaran 30 triliun bahkan buzzer aja nyampe sini komennya...bikin bete aja",Negatif,Negatif,98.1,1.5,98.1,Sesuai
301,RISDIANA UTAMI 79,5,2026-09-09,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
302,Imanuel Rizky,5,2026-09-09,sangat baik,Positif,Positif,96.4,96.4,3.4,Sesuai
303,Mario Trevel,5,2026-09-09,👍👍👍👍,Positif,Positif,51.5,51.5,45.6,Sesuai
304,Hernita Widiyani,1,2026-09-09,"mau daftar tulisan nya bad request mulu, apa apa an ini apk tidak sama sekali membantu!!!! kata gw mah kaga ush bikin apk so so an akhirnya menyulitkan",Negatif,Negatif,96.9,2.8,96.9,Sesuai
305,Agus Sunaryono,5,2026-09-09,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
306,Syaiful Rozaq,1,2026-09-09,bapuk Aplikasi Gratisan. Jijik Ko bisa yah kaya gini aplikasi.,Negatif,Negatif,75.9,22.6,75.9,Sesuai
307,PAKTUA MERAH,1,2026-09-08,"udah 2 hari minta kode otp gak datang datang, gimana mau daftar 🤦",Negatif,Negatif,95.9,3.8,95.9,Sesuai
308,Noe Farhan,5,2026-09-08,keren,Positif,Positif,94.2,94.2,5.4,Sesuai
309,Tri Sutrisno,4,2026-09-08,"Tolonglah diperbaiki lagi aplikasinya ,masak mau daftar gak bisa terus.gak bisa sementara tapi udah berkali kali gitu trus yang muncul",Positif,Negatif,87.9,11.5,87.9,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
310,Yeti Curup,5,2026-09-08,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
311,Eno Putra,3,2026-09-08,"kenapa saya tidak bisa Download jkn, tulisan perangkat tidak sesuai versi ini?",Netral,Negatif,85.7,11.8,85.7,Sesuai
312,Imam Sutaji,5,2026-09-08,pendaftaran lebih cepat,Positif,Positif,91.2,91.2,8.2,Sesuai
313,endy .H,5,2026-09-08,"bagus, semakin mudah di gunakan",Positif,Positif,95.2,95.2,4.6,Sesuai
314,mochamad rasyad,5,2026-09-08,memudahkan,Positif,Positif,92.5,92.5,7.3,Sesuai
315,nita pabuntang,5,2026-09-08,Aplikasi ini memberikan kemudahan bagi peserta BPJS Kesehatan untuk mengakses layanan kesehatan secara digital tanpa harus datang langsung ke kantor atau mengantre lama di fasilitas kesehatan.,Positif,Positif,96.7,96.7,3.2,Sesuai
316,Wi Narsih,5,2026-09-08,sangat mudah,Positif,Positif,98.4,98.4,1.5,Sesuai
317,Kartini Tini,2,2026-09-08,aplikasi ini terkadang tdk langsun login.,Negatif,Negatif,84.2,15.1,84.2,Sesuai
318,Robby Dwi Firmansyah,5,2026-09-08,"aplikasi nya menurut saya sekarang bagus, ngga ngelag, dan gampang dibuka, trus ketika ada aduan dalam waktu tidak sampai 24 jam sudah ada tanggapan sesuai nomor antrian, dan juga sekarang fiturnya juga sudah bagus mengikuti kebutuhan masyarakat...",Positif,Positif,80.5,80.5,19,Sesuai
319,Kadek Nila Ayu Wilyanti,1,2026-09-08,"Aku mau login di hp baru ku tapi lupa sandi, udah ngikutin arahan dari aplikasi masukin nik dan nomor hp yg terdaftar trs disuruh masukin kode verifikasi tp ditunggu sampe 10 menit gada kode yang masuk ke sms. Tolong ini gmna sih? udh coba berkali kali masih aja gitu.",Negatif,Negatif,95,3.1,95,Sesuai
320,Rudi Chandra Kaban,5,2026-09-08,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
321,Awan Hermawan,1,2026-09-08,"sudah 3 xdi jadwalkan ulang trs krna dokter y tidak ada, dan tidak memberikan solusi unuk ktmu dokter lain",Negatif,Negatif,85.8,13.1,85.8,Sesuai
322,Anty,5,2026-09-08,lebih memudahkan,Positif,Positif,96.4,96.4,3.4,Sesuai
323,Roky Krisdianto,5,2026-09-08,good,Positif,Positif,98.5,98.5,1.3,Sesuai
324,Pujiatilestari,1,2026-09-08,aplikasi tidak bisa di gunakan!!,Negatif,Negatif,89.6,10.3,89.6,Sesuai
325,Sukardi Kadi,5,2026-09-08,ok banget,Positif,Positif,51.5,51.5,45.6,Sesuai
326,Malikal Pasha,4,2026-09-08,sangat senang,Positif,Positif,87.6,87.6,10.7,Sesuai
327,Agus Marhendrajaya,5,2026-09-08,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
328,Kamto Kb,5,2026-09-08,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
329,Reza Rizky Amelia,3,2026-09-08,"Ini gimana sih mau daftar antrian gak sesuai sama ketersediaan nomor, harusnya kalau memang sudah penuh itu di update.",Netral,Negatif,87.2,10.3,87.2,Sesuai
330,Turah Solikin,5,2026-09-08,"good,nice",Positif,Positif,98.8,98.8,1,Sesuai
331,Rusdi Jepara,5,2026-09-08,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
332,andre paserera,5,2026-09-08,Good,Positif,Positif,98.5,98.5,1.3,Sesuai
333,isti almeera,5,2026-09-08,memudahkan dalam berobat,Positif,Positif,93.8,93.8,5.8,Sesuai
